source_id,mass,radial_velocity,teff,logg,spectral_type,mag_g,mag_bp,mag_rp,age,radius
1729428093069689064,0.712,64.57055,4988.8447,4.648,K2V,20.739367,21.76097,19.697788,10.0,0.66168505
1729428093069689070,0.575,37.989353,1896.7064,8.0,DAVII,33.50358,34.488495,32.478397,10.0,0.012435149
1729428093069689073,0.359,-53.70524,3706.8071,4.947,M1V,24.47672,26.039267,23.233976,10.0,0.33315882
1729428093069689074,0.678,56.19197,4753.352,4.668,K3.5V,21.857756,22.878218,20.816027,10.0,0.6319043
1729428093069689075,0.239,-63.324047,3523.7087,5.039,M2V,25.442266,27.224796,24.139044,10.0,0.24470977
1729428093069689078,0.662,-105.2241,4655.861,4.678,K4V,22.444435,23.580406,21.348772,10.0,0.61468315
1729428093069689087,0.646,-53.487457,4549.8804,4.689,K5V,24.941984,26.995049,23.568243,10.0,0.60069126
1729428093069689092,0.631,-86.56035,5223.962,4.719,G9V,23.818333,25.446869,22.547945,14.0,0.5763036
1729428093069689095,1.062,64.214775,29512.078,7.832,DAVII,25.311497,25.653423,24.768848,10.0,0.014610051
1729428093069689096,0.319,-115.39197,3917.4187,4.969,M0V,24.683382,26.18182,23.458233,10.0,0.3010588
1729428093069689102,0.438,43.737217,4055.0854,4.903,K8V,27.287905,30.162395,25.783598,10.0,0.38251752
1729428093069689114,0.306,-10.136411,3899.42,4.977,M0V,28.167933,30.821787,26.692554,10.0,0.2928541
2203778094660059142,1.797,-134.53075,,,,19.928783,20.394426,19.268534,6.0,
2203778097881284610,1.583,-82.743256,7328.245,4.218,A9.5V,17.774284,18.09892,17.263582,0.575,1.6019588
2203778097881284616,0.77,-103.92917,5164.1636,4.586,G8V,19.373951,19.92866,18.639828,8.5,0.7322364
2203778097881284617,1.098,-101.89961,4731.5127,3.053,G9III,16.74095,17.398874,15.926179,8.5,5.089221
2203778097881284619,0.524,-139.4265,4466.836,4.811,K5V,20.925247,21.687592,20.035967,14.0,0.47059935
2203778098015502341,0.48,-13.012355,3655.948,4.832,M0.5V,19.717768,20.87085,18.610693,2.5,0.43717098
2203778098015502346,0.712,-7.5044804,4988.8447,4.648,K2V,18.381618,18.971056,17.616737,10.0,0.66168505
2203778098149720069,0.461,-12.544242,3614.0986,4.848,M1V,19.68854,21.048954,18.49494,2.5,0.42135808
2203778098149720074,0.203,-176.42583,3443.4993,5.082,M2.5V,23.084906,24.439232,21.920282,10.0,0.21411708
2203778098283937797,0.073,-12.292503,1599.558,5.36,L5V,29.816547,34.325027,28.19313,2.5,0.30524695
2203778098418155525,0.279,-12.074742,3427.678,5.01,M2.5V,21.18854,22.548954,19.99494,2.5,0.27205163
2203778098955026437,1.293,-12.602499,,,,18.820353,20.085182,17.663746,2.5,
2203778098955026442,0.915,-44.981018,,,,18.367441,18.964025,17.59631,10.0,
2203828090226868226,6.39,-168.17279,,,,17.399393,17.685926,16.933565,1.5,
