source_id,radial_velocity,phot_g_mean_mag,teff_gspphot,logg_gspphot,bp_rp,ruwe
5466601255858644864,-694.50916,14.887844,5733.0146,4.0749,0.86836433,1.0291306
4093013127726923648,-693.7939,15.866704,5455.4395,3.0274,2.8269558,0.91367793
3408568719931668608,-693.13196,14.897791,6104.509,3.933,1.128315,1.0092416
4068327747311400448,-692.4004,14.543204,24067.955,4.2073,1.3986101,0.8878741
4066702325525092736,-691.9159,15.58783,7894.9844,3.555,2.692997,0.9209732
3314770173241090688,-691.8298,15.512727,5841.881,4.5411,1.6483812,1.0798396
5934843744489260288,-686.35785,14.935384,6630.7334,3.9292,1.4979458,0.99600065
4114183193334222080,-682.7557,15.525598,7188.3486,3.3354,2.3888035,1.2507393
3435223115174372864,-681.53577,14.594397,6083.4995,4.4291,1.0202408,0.93277115
4093092155089523200,-681.49567,14.676659,3406.9766,0.244,4.3969526,1.1338698
2080972853912278400,-681.0706,14.941043,5727.1416,4.1222,1.2953806,1.0066594
4094201527955913856,-677.24426,14.591554,8399.09,2.8541,2.8085527,1.1264986
6736063914924320640,-676.10547,14.668103,5601.7803,4.5372,0.9800644,1.0289924
433305029860894592,-674.36096,14.615695,7202.146,4.3215,0.75970364,1.0787498
4100249460448080512,-674.2173,14.876204,5835.31,4.0166,1.1744452,0.96948934
5236934373723435904,-673.4836,14.809658,5536.6494,4.2132,1.305603,1.0749471
5972514657768691840,-671.9956,15.34522,5426.9517,3.398,1.8954887,1.006824
4096959481115185920,-669.08673,15.583876,8399.242,3.0057,2.8431082,1.0617429
3923188986919137664,-668.9053,15.451874,3427.56,4.4998,2.5646725,1.0549229
5937864343435931904,-668.65027,15.083807,8289.668,3.5704,1.73771,0.9864112
101778050467398784,-667.55206,15.734601,3378.4224,4.8792,2.7047453,1.0649201
4090739814376442496,-666.97675,14.768619,15015.009,4.3411,1.0408535,0.9719959
5967322527667976320,-660.1014,15.636902,7772.9673,2.4896,2.698783,1.0732045
4258590988899618048,-658.3052,15.742374,9229.243,3.7213,2.6548195,0.970644
4201851481624812672,-657.4627,14.773431,5920.4907,4.1531,1.1836157,0.9530017
4093882944497820288,-656.9936,14.270123,5612.1255,3.3828,1.8514862,0.944516
4259452318849524480,-656.8057,15.526923,7186.372,3.3684,2.2195625,0.9298942
6243825890728699648,-656.0117,14.76477,5139.1523,4.2011,1.3228102,1.0804304
4144248922128986624,-654.35315,15.597822,5327.9204,2.5976,3.3928156,0.9472855
4042010253671158528,-653.4895,15.172313,5414.382,3.4044,1.7097197,1.0301282
4262617194362711040,-653.0723,15.199984,5509.1406,4.0204,1.560586,1.0159776
4271296429869347840,-651.2721,15.381432,8445.539,4.0721,2.0989676,0.99708396
4067517136668667904,-649.84503,14.914597,7756.3647,2.4798,2.1043663,0.9483127
3331309439465931392,-648.3504,14.962097,6606.643,4.054,1.3519592,1.025435
2171415794201909376,-641.77014,15.35515,9678.215,2.9931,1.9957161,0.9689484
2047058074180427904,-641.62695,14.546696,6478.498,4.1524,0.8384237,0.9644041
5338054190406484736,-641.3073,15.7236395,5693.8735,2.6515,2.9185352,1.040976
4144764764877273216,-640.6286,14.794636,6037.7876,4.0086,1.194252,0.9947105
4096522150395490944,-637.06494,14.835175,5442.708,4.3484,1.0709896,0.92856395
3329182326844644736,-634.58093,14.705921,6560.7886,4.1548,0.92793083,0.9173938
5333035400863169664,-634.06805,14.501423,8576.569,2.5541,2.3206396,1.0724703
6105774406200585728,-632.8336,14.605283,5283.287,4.3872,1.0307312,0.9907529
4253521480074917504,-632.51166,15.497302,4870.916,2.9551,2.2257023,1.0184013
4067901622228586368,-631.99945,16.09879,3183.7415,0.1422,4.6576214,0.9970696
867513647819873408,-631.9419,14.490081,5929.6895,3.6571,1.1788435,1.3900002
1619258337664073088,-629.74445,14.294826,6539.0737,4.2915,0.5925369,0.93937314
4153532584153659904,-629.7075,14.538281,5138.9746,4.2711,1.353693,0.960433
6710802394738240896,-629.621,14.713921,5658.0957,3.245,1.2004833,1.0434253
4103418557837907456,-629.07495,15.299613,4747.175,3.1867,2.0565157,0.96845007
1813246136228021248,-627.3187,14.820308,5616.817,2.9474,1.2473669,0.9859305
2038062247987954048,-626.75696,13.517019,6171.998,3.891,0.9135866,1.0012277
5959874367214707968,-625.5797,15.491753,4643.9727,2.2598,2.4836369,1.022999
5848315134292110336,-625.05774,14.568339,4905.1157,4.4041,1.0963907,1.3131989
5540434870422980096,-624.008,14.82048,9288.816,4.0376,0.7688961,0.9557329
4039900978036474368,-623.706,14.677286,5946.0273,4.1242,1.0408354,1.2073346
4266565506209236224,-622.4776,15.119292,9060.772,3.92,1.8475361,1.0149443
5890899975525650944,-622.42584,15.256643,5539.267,4.3854,1.4139977,1.0197142
4252777252533917056,-621.9925,14.870154,7799.3877,4.2226,1.1338787,1.0193766
4185142989382723840,-620.59753,14.920013,4859.063,4.4803,1.2709141,1.045165
4064443383213865216,-620.3186,14.989929,6675.7725,3.9293,1.8906851,0.98310107
4070380230599079552,-619.7798,15.81582,3662.5225,1.0263,6.3827543,1.013875
4065635769261688448,-618.99097,15.474748,6093.005,2.8452,2.942747,0.99212706
4076569067991881856,-617.97784,14.12655,6271.055,4.1265,0.95107555,0.9454308
3316400027431911168,-617.46265,14.908233,4977.1523,4.4442,1.406167,1.0626612
4080119803356057728,-616.19446,14.802447,6021.8022,4.3065,1.1922865,0.9874193
6773038390706697856,-616.07184,14.641833,5541.667,4.2812,0.89629936,0.98284525
4198204775204026496,-615.72925,14.982835,5497.156,4.5456,1.5822592,0.9305712
4198695230430276480,-614.4325,14.61239,5790.0293,4.0719,1.1459761,1.017971
4051984473444769792,-613.81323,14.958305,5430.3403,4.4569,1.3001051,0.83809716
4159796742412704896,-613.624,14.925206,5269.2417,3.2999,2.0913363,0.9700996
1858024674993601920,-613.4904,14.900317,5886.0576,3.1331,1.4017124,0.96451384
4103912689617785856,-613.4245,15.636467,4766.1826,2.7141,2.8024416,0.96687865
3168950226744761472,-611.8473,14.685741,6453.3486,4.1818,0.8743191,1.3225567
4145984157633357952,-608.97723,14.709292,6438.9424,4.2373,0.96831226,1.0584838
4200028903659751040,-608.9527,14.647921,5339.1465,4.1215,1.1211605,1.0436496
139417803820690048,-608.77344,14.306107,5873.5913,4.2448,0.8917656,0.97801536
5972707351521801472,-606.4598,14.802415,19687.018,3.823,2.1071882,1.3199744
4077242213988052096,-606.144,15.370414,4732.9175,2.7867,1.9030304,1.3917285
4053398063027453312,-604.11005,14.971632,8166.464,3.8831,1.6690178,0.95144963
5978502980479228032,-603.967,14.576824,6012.8604,4.5454,1.2119617,0.9496677
4252149942395116800,-603.02386,14.578412,6014.8345,4.1905,1.0199413,0.9399368
4266198333749981440,-602.9008,14.619584,15033.221,3.9451,1.5930653,0.8647803
1262757222959819904,-601.39813,14.524196,6387.2485,4.2727,0.6775131,1.035989
2844978988183105152,-600.9019,14.033484,5910.281,2.4595,1.1715126,1.0551904
4145347574767090688,-600.8718,15.193414,4825.42,3.1799,2.3163137,0.8935571
5549885688249112192,-600.8002,14.733165,5176.256,4.5028,0.9988861,1.0605574
2231814647960940032,-600.7731,14.65189,7139.6323,4.1965,1.0352564,1.0311085
1864072676140053632,-599.86505,13.636511,5959.8022,3.4403,1.5165024,1.0165482
97775140947397376,-598.73956,14.833474,4795.186,4.3289,1.2441435,1.0014504
455105802820413184,-598.1185,14.573465,6530.2163,3.977,0.7755451,1.0741823
5254476909954954624,-597.9474,14.52384,11741.681,3.513,1.1466446,1.0115144
2052304943647308928,-597.35315,14.921739,6098.4463,3.3598,1.1998415,1.0765468
1839321466796403072,-596.732,13.727587,4758.925,2.4549,1.5820742,1.0046248
1814351317213585792,-596.6951,14.74574,5702.983,3.3443,1.2085266,1.03553
5947770663985507968,-594.4081,14.793742,5507.003,3.7198,1.186821,0.98267335
5347548060965052928,-592.65,14.789703,5037.681,4.1275,1.1667185,0.9718271
5974111530925532544,-591.79254,15.275823,7218.082,3.2931,1.7862749,0.906656
4050082146490196864,-588.9427,14.761424,4993.557,3.1203,1.7320766,0.8646172
3126279073829145472,-588.90674,14.764806,6757.17,3.8141,1.1154861,1.0670843
2030351922696779520,-588.649,15.837888,6137.5273,3.1708,2.4407225,1.1454077
5861293460374367104,-588.4298,14.638717,7780.4556,4.0491,0.9032583,1.1303891
2699001399207617792,-588.3085,14.365399,5683.6987,3.4798,1.1085882,0.99087286
4082210700824601984,-586.8073,14.595404,5665.6177,3.9897,1.1489325,1.191175
4054515171154095744,-586.7821,14.486315,7930.0254,2.4656,1.6555691,1.058359
1806210670575146368,-586.63495,14.091928,5533.6597,3.4755,1.1019716,0.99597925
2110611048825025536,-586.49915,14.875027,5971.861,3.3495,1.154398,0.93251115
4205310957553813376,-583.5634,14.702496,5323.944,3.0652,1.6507578,1.0439078
1763032952014500096,-583.3896,14.395911,5766.2925,4.6543,0.8764477,1.0466641
54932670371537024,-583.10236,14.807252,5913.2925,3.6153,1.1580753,0.99860895
5893629783719554176,-582.59503,15.130913,6052.6187,3.7548,1.3327293,1.2066835
6735663619660339200,-581.307,14.76983,5861.48,3.4875,1.2044744,0.9921148
4159614704507749888,-580.9554,15.60867,5406.754,4.2667,2.128152,1.0284947
5951206225505379328,-580.4723,14.955412,6700.431,3.8278,1.412549,0.9384024
4262625681219377152,-580.46735,15.43343,3315.8425,4.6162,2.7881088,1.1029826
4761243758998206208,-579.3317,16.17526,2945.4941,5.1555,3.5313349,1.0115796
4053704105217327104,-577.9281,15.427222,5995.1206,4.1094,1.5045176,0.94252783
2098934029183133696,-577.8901,13.555591,6611.879,3.4243,0.7970247,1.032369
2007023447046708736,-577.5642,14.532433,4378.1167,4.7884,1.4647312,1.1103209
4294509388103527936,-577.49634,14.324579,5465.476,2.6482,1.6305847,0.9197124
3342637943988494848,-575.3005,14.65242,6300.1826,4.4371,0.8964653,0.9505626
4084900656037150080,-575.223,14.643846,5795.792,4.0572,1.0374393,0.95513165
6769392448809983232,-574.5267,14.642123,5703.8784,3.8812,0.8471079,0.9137669
3328096249875652096,-574.4599,14.913567,15038.883,4.057,1.6643267,1.0065701
2700880773817080704,-571.59607,14.398901,6099.4575,3.4083,0.94559574,1.0194732
5538704342197989632,-571.46735,14.798651,6131.277,4.1474,1.1039543,1.0292838
1839199077408403328,-570.9133,14.206641,5639.3623,2.8325,1.3979702,0.94650036
5950883003443219968,-570.4485,15.221358,4754.1904,2.5914,1.7827158,0.97581244
1803730786507192448,-569.32825,13.334147,4712.239,1.7216,1.4209986,1.1328051
2069470553527293952,-568.74426,15.252883,6299.612,1.5072,4.1799574,0.84703034
4044956429413389568,-568.74255,14.236541,5877.4688,4.2571,0.8179722,0.8911947
4523833497481180288,-567.4098,14.635565,5958.379,3.3485,1.3544674,0.9994791
4213442636276538112,-566.7322,15.21614,6084.4478,3.3079,1.6760454,1.0093333
4479566884495111936,-566.2175,14.267864,6027.0083,2.6847,1.8244562,1.0448133
5865181024310141184,-565.7434,14.931263,10599.637,3.4131,0.94659424,0.9743114
1789332097623284736,-565.33496,12.0220995,4292.994,1.111,1.788971,1.0561306
5935540181985940864,-565.3182,15.208566,4663.3276,1.879,4.56876,1.0078485
2706810985485718400,-564.74347,14.625163,5752.255,3.3795,0.7640362,1.0956489
4040522884954038400,-564.20105,15.395357,4823.4336,2.866,1.9361572,1.204487
4104597479210419968,-562.4187,15.483696,3849.9678,1.1806,3.222313,0.92371476
4582889778835383808,-560.90076,13.985156,6003.793,3.2353,1.1663742,1.0974247
1336408284224866432,-559.5781,11.734825,6493.064,4.1695,0.62647915,0.95152915
4252259932327059328,-559.42084,14.793081,5254.1084,3.1267,1.7140837,1.3173951
4246534637728074112,-559.13885,13.529688,5775.7305,2.619,0.9112625,1.0294399
4234569477325103616,-558.70874,14.878859,5847.804,3.1695,1.2469168,1.0461519
6233513811690362624,-558.34467,14.562997,5801.92,3.8763,0.8336134,0.94578946
4092585658239785984,-558.03766,15.130798,5116.3843,3.2038,2.1254215,0.97722477
4278009429400051584,-557.2667,14.997692,5944.363,4.172,1.3909235,0.9317374
41438604683295744,-556.8872,14.803086,5825.6084,4.4478,1.2248077,1.017951
4150990375842036864,-555.7792,15.035458,7186.845,4.0396,1.4982634,0.9078754
3058367905643019520,-554.53674,14.301956,6611.251,4.2231,0.67020893,1.2496444
4092236116605533824,-553.9446,14.7200575,6242.145,4.1169,0.9968004,0.93593746
4064436683064865536,-552.063,15.386202,7418.7676,3.2952,2.5769768,1.0388556
4317694789796162176,-551.98395,14.819618,16214.809,4.3427,1.0717411,0.9839077
1794116317529619456,-551.13293,14.314187,5332.166,2.5079,1.3978958,0.89883935
4061098767593354624,-550.36926,15.881031,3906.695,1.3467,5.391489,0.9413075
3048928980572764672,-549.8461,14.663489,5787.3633,4.1426,0.9034138,0.91210866
1878083890238924800,-549.65027,14.675629,5869.691,3.5353,1.0380774,0.9194061
6877768148860165888,-549.1627,14.298704,5905.7856,3.4963,1.2146711,0.9278882
1636461640190203776,-549.1605,13.182412,6395.898,4.2707,0.640769,0.99432886
4289009940173086720,-548.387,13.977649,5465.86,2.9204,1.6569691,1.0004555
3108454134918443520,-547.911,13.767493,6654.4624,3.7598,0.6969204,1.2903979
4584829832746382848,-547.8464,14.368708,5926.077,2.8902,1.3024664,1.0165883
4261270498750955008,-547.613,14.049619,5899.156,2.8355,1.7884293,1.1071097
4076535056203988096,-547.52405,14.770395,5029.5405,3.5635,1.4286995,0.97277516
4481205672192935936,-547.2,14.203312,5242.109,2.2874,1.3317823,1.0366868
5960065987121730304,-547.11633,14.761015,6587.5244,4.2534,0.9883251,0.89736336
4512889577255385728,-546.884,13.856365,4562.447,1.8546,2.31707,1.0278391
4162319327010702592,-546.77,15.495064,6337.0557,2.9443,2.1638489,1.0527041
3424473842824656000,-546.51764,15.078867,9566.455,3.7543,1.52495,1.082398
4289414388617579648,-546.48096,15.328311,5492.794,2.9536,1.590209,1.0979825
446926157864440064,-546.41986,15.326542,8038.186,4.0493,1.6074324,0.9933495
4701069339442944,-545.81476,14.554413,5989.3706,4.3351,0.7570982,1.0838633
1963359469477424000,-545.7977,14.760294,6007.67,3.2011,1.3953161,1.0044034
2190622887939781632,-543.69946,14.577243,6350.0312,4.1771,1.0621119,1.3340561
4502016300569304448,-543.40063,14.843485,6203.518,3.1115,1.2324896,1.0371096
2021768413383992832,-542.91064,15.331182,4532.1357,2.1862,4.087085,0.94432485
4069286693246392192,-542.06256,15.6254635,15008.202,3.8737,2.9342031,1.2016666
1839706467664901248,-541.58966,13.892601,6145.2783,2.7947,1.142518,0.9850118
5334915668838369792,-540.99585,14.729712,18505.186,3.7595,2.08772,1.00376
2051190038849416704,-540.896,13.316986,4502.1797,1.2146,1.5231333,1.0647259
3100272978133607552,-540.89026,14.666881,6383.852,4.1578,0.99758244,0.9824035
3399552758945701888,-540.51227,14.632487,6139.1177,4.3338,0.95655346,0.99993694
4268825513701026560,-540.1831,15.326499,8441.159,2.9267,1.9908085,1.0488242
1363026872322374400,-539.997,12.844596,5356.706,2.3677,1.3309565,1.1181479
2185460028009950336,-539.1666,12.661487,5842.1567,2.2451,1.561696,0.998693
1764117620235296256,-538.9703,14.746433,5258.6245,4.7233,1.0538301,1.1755284
1960323820949315712,-538.7398,14.846682,5336.5825,3.1391,1.6489477,1.0718099
4060130377115396992,-537.76404,15.034357,5714.353,4.5025,1.255702,1.0798044
4262224359455680384,-536.02435,15.692979,4683.344,3.2042,2.301978,0.9272409
4056341936725821440,-535.9274,15.632779,6843.346,4.4838,1.8805532,1.2024885
5306090734527739904,-535.65533,14.832861,6267.834,3.6106,1.1855297,1.0174122
5939147022487245824,-535.41956,15.40363,5207.1685,3.1402,1.8841896,1.0398116
2039036621437094144,-535.08417,13.86391,5719.7324,2.712,1.4620066,1.0528948
4072891824424468992,-534.74243,14.205564,5742.2153,3.0619,1.6054878,0.9249381
4144283659828847360,-533.767,15.730708,7233.485,3.2394,2.687214,1.0654675
6223475236166603392,-533.5356,14.414518,5768.645,3.8726,0.8533001,0.9770106
2838657827116230272,-532.2041,14.496263,5755.777,2.8624,1.447114,0.980667
4579831006208368512,-532.04913,15.003146,5757.1387,3.1784,1.3650331,1.0665045
4041969880997342720,-531.6074,15.125744,7660.184,3.1429,1.5350552,1.0472629
4142999640698161152,-530.7895,15.08292,6048.507,2.9981,2.164711,1.0247698
4315068537573814016,-530.7096,14.646144,5232.6865,2.8191,1.7136459,0.9551579
2076169706088305792,-530.4172,13.928587,5649.945,2.5824,1.4098511,0.9491037
4495872573187521280,-530.26587,14.304287,6099.4307,3.2793,1.1686268,0.96157354
2726872575862585856,-529.1621,13.770656,5675.0933,3.6687,0.8035917,0.97392833
2035368513234355456,-529.0458,14.12961,5435.9863,2.3609,1.9120941,1.0296359
4391181474036311936,-528.9989,14.441648,5974.432,2.396,1.2814169,1.016438
1419627944212442496,-528.2193,14.782986,6084.715,3.3521,1.0471172,1.0001597
1869330021043946240,-528.00476,14.6133375,5825.992,3.1112,1.3148308,0.9823515
4119111062662438656,-527.89215,15.375339,5113.481,2.2489,2.8654757,1.0093229
4250586097567616896,-527.6199,14.239236,6281.03,3.7038,1.1725826,1.0705477
4306730975211133056,-527.5105,15.578752,9132.846,3.5815,2.3858995,1.0527135
4100892773463887744,-527.3537,13.909486,4797.3687,2.7846,1.7678604,1.0026526
4478140886610484992,-527.3041,14.578614,5792.8687,3.3375,1.3739452,1.092522
5951429396355763840,-526.70703,14.902644,6802.7876,4.059,1.2579412,0.97649556
4107197373135785984,-526.63214,15.329553,4591.722,2.3828,1.8497581,1.0469761
386535928381659136,-526.4128,14.435096,6224.2417,2.5685,0.78395367,1.0020046
4153875867981418880,-524.25336,14.83895,6632.5356,4.2425,1.2725754,1.005556
1421352528201172608,-524.06177,14.358309,5825.2085,2.8947,1.1082735,0.9820415
1778657836877668096,-523.6495,13.271617,6617.6855,2.9228,0.67383385,1.1078323
3135758994362616704,-523.55585,14.359944,6607.724,3.9892,0.80112743,1.0080082
4201431914858701184,-523.5135,14.432844,5394.746,3.0246,1.5776968,1.1064091
4532552345513094144,-523.2184,13.201812,5355.968,1.9007,1.6236591,0.97924554
4144608329364675200,-522.9531,14.652655,15005.236,3.7245,2.0698748,1.1602801
4483968813637251328,-522.70526,14.209805,5247.0693,2.6359,1.332181,1.0438548
4105606104932621184,-522.55756,15.2635765,5344.9707,3.1682,1.9213648,1.0838037
1736135392906630016,-521.9244,14.958162,5034.6567,2.6463,1.4793348,0.9920648
1984025890028941184,-520.6696,12.964345,5528.282,2.7079,1.3219986,1.0853361
1955733806578939520,-520.3388,14.078987,6075.0723,3.8225,0.9026661,1.0169339
3449963339856455936,-520.2941,14.584093,5198.708,4.3781,1.0378923,1.04685
4298358365972177280,-519.3513,14.252878,4650.7593,1.9366,1.4575262,1.005296
4058718118800889344,-518.33496,14.491263,6780.9976,2.2908,2.676879,0.9712978
4483438913448863360,-518.1704,15.446785,3435.1648,4.7917,2.8402233,1.0403104
2228292706060074112,-518.03186,13.10211,5021.956,2.1042,1.7810068,1.0427783
2086686259924370304,-518.0099,14.391929,5253.5806,2.8271,1.3630772,0.9913434
1811090955997945472,-517.9964,14.719949,6090.6772,2.9359,1.1825628,0.9606249
1979195323140440704,-517.93964,15.330877,15008.598,3.9972,1.9439411,1.0621367
4607076182787839488,-517.4826,14.775265,5140.0664,2.8738,1.3034372,1.0158721
5526194270695075328,-517.4404,15.645281,8591.423,2.9968,2.6375952,0.94881284
4048087421869545216,-516.70306,12.590113,4604.321,2.0589,2.0298424,0.8166958
